author	place	region		
Красноярск/Екатеринбург	1	Красноярск, Екатеринбург	Красноярский край, Свердловская область		
Красноярск-Екатеринбург	1	Красноярск, Екатеринбург	Красноярский край, Свердловская область		
Alushta	1	Алушта	Крым		
Алушта	2	Алушта	Крым		
Bahçesaray	1	Бахчисарай	Крым		
Evpatoria	2	Евпатория	Крым		
Евпатория	7	Евпатория	Крым		
Kerch	2	Керчь	Крым		
Керчь	3	Керчь	Крым		
Климуха	1	Климуха	Крым		
AutonomousRepublicofCrimea	1	Крым	Крым		
Crimea	5	Крым	Крым		
Krym	1	Крым	Крым		
крым	2	Крым	Крым		
Крым	8	Крым	Крым		
Крым.	1	Крым	Крым		
Москва-Севастополь	1	Москва, Севастополь	Крым		
НовийСвіт	1	Новый Свет	Крым		
Saki	3	Саки	Крым		
Cевастополь	1	Севастополь	Крым		
sebastopol	1	Севастополь	Крым		
Sebastopol	2	Севастополь	Крым		
sevastopol	1	Севастополь	Крым		
Sevastopol	47	Севастополь	Крым		
севастополь	2	Севастополь	Крым		
Севастополь	67	Севастополь	Крым		
Севастополь!	1	Севастополь	Крым		
Севатополь	1	Севастополь	Крым		
Севастополь-Москва-Севастополь	1	Севастополь, Москва	Крым		
Симеиз	1	Симеиз	Крым		
Симеиз-Киев(наездами)	1	Симеиз	Крым		
Simfer	1	Симферополь	Крым		
simferopol	1	Симферополь	Крым		
Simferopol	42	Симферополь	Крым		
Симфер	1	Симферополь	Крым		
симферополь	2	Симферополь	Крым		
Симферополь	45	Симферополь	Крым		
Симферополь/Евпатория	1	Симферополь, Евпатория	Крым		
Долоссы	1	Советское	Крым		
Feodosia	1	Феодосия	Крым		
Феодосия	5	Феодосия	Крым		
Shelkino	1	Щелкино	Крым		
Щелкино	1	Щелкино	Крым		
Yalta	17	Ялта	Крым		
Yalta-Jamaica	1	Ялта	Крым		
ялта	1	Ялта	Крым		
Ялта	27	Ялта	Крым		
Симферополь-Киев-Москва	1	Симферополь, Киев, Москва	Крым, Киев, Москва		
"32°46'50.86""N/35°01'09.27""E"	1	Ялта, Рига, Израиль	Крым, Латвия, Израиль		
Sebastopol-Nikolaev-Kiev	1	Севастополь, Николаев, Киев	Крым, Николаевская область, Киев		
Феодосия-Симферополь-Харьков	1	Феодосия, Симферополь, Харьков	Крым, Харьковская область		
Sevastopol-Kiev	1	Севастополь, Киев	Крым,Киев		
Havana	1	Havana	Куба		
LaHabana	1	Havana	Куба		
Гавана	1	Havana	Куба		
гавана	1	Havana	Куба		
Cuba	17	Куба	Куба		
Kuwait	1	Кувейт	Кувейт		
Kurgan	3	Курган	Курганская область		
курган	1	Курган	Курганская область		
Курган	41	Курган	Курганская область		
Курганскаяобласть	6	Курганская область	Курганская область		
Куртамыш	1	Куртамыш	Курганская область		
Шадринск	5	Шадринск	Курганская оласть		
Железногорск(Курскаяобласть)	1	Железногорск	Курская область		
Kursk	4	Курск	Курская область		
Курск	47	Курск	Курская область		
Курскаяобласть	12	Курская область	Курская область		
Курчатов	3	Курчатов	Курская область		
Москва-Курск	1	Москва, Курск	Курская область		
Курск-СтарыйОскол-Химки-Москва	1	Курск, Старый Оскол, Химки, Москва	Курская область, Белгородская область		
Пристень	1	Пристень	Курскаяобласть		
Рыльск(Курскаяобласть)	1	Рыльск	Курскаяобласть		
Djusaly	1	Жосалы	Кызылординская область		
Laos	2	Лаос	Лаос		
Ventspils	2	Вентспилс	Латвия		
Daugavpils	8	Даугавпилс	Латвия		
Даугавпилс	2	Даугавпилс	Латвия		
Д-пилс	1	Даугавпилс	Латвия		
Daugavpils/Rīga	1	Даугавпилс, Рига	Латвия		
Екабпилс	1	Екабпилс	Латвия		
Jelgava	3	Елгава	Латвия		
Latvia	72	Латвия	Латвия		
ИллиРига	1	Латвия	Латвия		
Liepaja	2	Лиепая	Латвия		
Moscow/SPb/Riga	1	Москва, Петербург, Рига	Латвия		
Rēzekne	1	Резекне	Латвия		
[Рига]	1	Рига	Латвия		
RIGA	1	Рига	Латвия		
riga	1	Рига	Латвия		
Riga	207	Рига	Латвия		
Rīga	13	Рига	Латвия		
Riiga	1	Рига	Латвия		
рига	2	Рига	Латвия		
Рига	49	Рига	Латвия		
Рига/Москва	1	Рига	Латвия		
Рига->Тель-Авив->Рига->Нью-Йорк->???	1	Рига	Латвия		
Рига-Москва	1	Рига	Латвия		
Риига	1	Рига	Латвия		
Рыга	1	Рига	Латвия		
Riga/Saint-Petersburg	1	Рига, Петербург	Латвия		
Riga.Helsinki.	1	Рига, Хельсинки	Латвия		
Salaspils	2	Саласписл	Латвия		
Saulkrasti	1	Саулкрасты	Латвия		
Jurmala	2	Юрмала	Латвия		
Юрмала	1	Юрмала	Латвия		
Рига/Киев	1	Рига, Киев	Латвия, Киев		
Riga-Vilnius-Riga	1	Рига, Вильнюс	Латвия, Литва		
Riga-Minsk	1	Рига, Минск	Латвия, Минск		
Riga—Zelenograd	1	Рига, Зеленоград	Латвия, Москва		
Riga-Москва-Berlin	1	Рига, Москва	Латвия, Москва		
Санкт-Петербург-Рига	1	Рига, Петербург	Латвия, Петербург		
Санкт-Петербург-Рига-Стокгольм	1	Рига, Петербург	Латвия, Петербург		
Бокситы	1	Бокситогорск	Ленинградская область		
